"Date and Time Run 1","Time (s) Run 1","Angle (rad) Run 1","Angular Speed (rad/s) Run 1","Angular Acceleration (rad/s²) Run 1","Date and Time Run 2","Time (s) Run 2","Angle (rad) Run 2","Angular Speed (rad/s) Run 2","Angular Acceleration (rad/s²) Run 2","Date and Time Run 3","Time (s) Run 3","Angle (rad) Run 3","Angular Speed (rad/s) Run 3","Angular Acceleration (rad/s²) Run 3","Date and Time Run 4","Time (s) Run 4","Angle (rad) Run 4","Angular Speed (rad/s) Run 4","Angular Acceleration (rad/s²) Run 4","Date and Time Run 5","Time (s) Run 5","Angle (rad) Run 5","Angular Speed (rad/s) Run 5","Angular Acceleration (rad/s²) Run 5","Date and Time Run 6","Time (s) Run 6","Angle (rad) Run 6","Angular Speed (rad/s) Run 6","Angular Acceleration (rad/s²) Run 6","Date and Time Run 7","Time (s) Run 7","Angle (rad) Run 7","Angular Speed (rad/s) Run 7","Angular Acceleration (rad/s²) Run 7","Date and Time Run 8","Time (s) Run 8","Angle (rad) Run 8","Angular Speed (rad/s) Run 8","Angular Acceleration (rad/s²) Run 8","Date and Time Run 9","Time (s) Run 9","Angle (rad) Run 9","Angular Speed (rad/s) Run 9","Angular Acceleration (rad/s²) Run 9","Date and Time Run 10","Time (s) Run 10","Angle (rad) Run 10","Angular Speed (rad/s) Run 10","Angular Acceleration (rad/s²) Run 10","Date and Time Run 11","Time (s) Run 11","Angle (rad) Run 11","Angular Speed (rad/s) Run 11","Angular Acceleration (rad/s²) Run 11","Date and Time Run 12","Time (s) Run 12","Angle (rad) Run 12","Angular Speed (rad/s) Run 12","Angular Acceleration (rad/s²) Run 12","Date and Time Run 13","Time (s) Run 13","Angle (rad) Run 13","Angular Speed (rad/s) Run 13","Angular Acceleration (rad/s²) Run 13","Date and Time Run 14","Time (s) Run 14","Angle (rad) Run 14","Angular Speed (rad/s) Run 14","Angular Acceleration (rad/s²) Run 14","Date and Time Run 15","Time (s) Run 15","Angle (rad) Run 15","Angular Speed (rad/s) Run 15","Angular Acceleration (rad/s²) Run 15","Date and Time Run 16","Time (s) Run 16","Angle (rad) Run 16","Angular Speed (rad/s) Run 16","Angular Acceleration (rad/s²) Run 16","Date and Time Run 17","Time (s) Run 17","Angle (rad) Run 17","Angular Speed (rad/s) Run 17","Angular Acceleration (rad/s²) Run 17","Date and Time Run 18","Time (s) Run 18","Angle (rad) Run 18","Angular Speed (rad/s) Run 18","Angular Acceleration (rad/s²) Run 18","Date and Time Run 19","Time (s) Run 19","Angle (rad) Run 19","Angular Speed (rad/s) Run 19","Angular Acceleration (rad/s²) Run 19","Date and Time Run 20","Time (s) Run 20","Angle (rad) Run 20","Angular Speed (rad/s) Run 20","Angular Acceleration (rad/s²) Run 20","Date and Time Run 21","Time (s) Run 21","Angle (rad) Run 21","Angular Speed (rad/s) Run 21","Angular Acceleration (rad/s²) Run 21","Date and Time Run 22","Time (s) Run 22","Angle (rad) Run 22","Angular Speed (rad/s) Run 22","Angular Acceleration (rad/s²) Run 22"
01/25/2022 12:38:18 pm,8.106,11.94,,,01/25/2022 12:42:55 pm,14.178,11.94,,,01/25/2022 12:45:21 pm,8.814,11.94,,,01/25/2022 12:46:40 pm,5.903,11.94,,,01/25/2022 12:47:22 pm,4.587,11.94,,,01/25/2022 12:48:06 pm,4.352,11.94,,,01/25/2022 12:48:36 pm,3.379,11.94,,,01/25/2022 12:51:18 pm,13.400,11.94,,,01/25/2022 12:51:57 pm,9.829,11.94,,,01/25/2022 12:52:37 pm,8.207,11.94,,,01/25/2022 12:53:12 pm,7.288,11.94,,,01/27/2022 09:13:13 am,5.390,11.94,,,01/27/2022 09:16:47 am,12.823,11.94,,,01/27/2022 09:17:37 am,9.498,11.94,,,01/27/2022 09:18:16 am,8.722,11.94,,,01/27/2022 09:19:21 am,6.905,11.94,,,01/27/2022 09:20:13 am,5.820,11.94,,,01/27/2022 09:25:54 am,6.773,11.94,,,01/27/2022 09:26:21 am,5.694,11.94,,,01/27/2022 09:26:45 am,3.968,11.94,,,01/27/2022 09:27:07 am,4.109,11.94,,,01/27/2022 09:27:37 am,2.582,11.94,,
01/25/2022 12:38:18 pm,8.223,,2.68,,01/25/2022 12:42:55 pm,14.389,,1.48,,01/25/2022 12:45:21 pm,8.938,,2.52,,01/25/2022 12:46:40 pm,5.990,,3.60,,01/25/2022 12:47:22 pm,4.657,,4.47,,01/25/2022 12:48:06 pm,4.411,,5.30,,01/25/2022 12:48:36 pm,3.432,,5.96,,01/25/2022 12:51:18 pm,13.612,,1.48,,01/25/2022 12:51:57 pm,9.974,,2.17,,01/25/2022 12:52:37 pm,8.328,,2.61,,01/25/2022 12:53:12 pm,7.391,,3.05,,01/27/2022 09:13:13 am,5.477,,3.59,,01/27/2022 09:16:48 am,13.027,,1.54,,01/27/2022 09:17:37 am,9.640,,2.20,,01/27/2022 09:18:16 am,8.836,,2.78,,01/27/2022 09:19:22 am,7.007,,3.09,,01/27/2022 09:20:13 am,5.911,,3.44,,01/27/2022 09:25:54 am,6.877,,3.02,,01/27/2022 09:26:21 am,5.769,,4.16,,01/27/2022 09:26:46 am,4.030,,5.09,,01/27/2022 09:27:07 am,4.163,,5.80,,01/27/2022 09:27:37 am,2.628,,6.78,
01/25/2022 12:38:18 pm,8.339,,,0.15,01/25/2022 12:42:55 pm,14.600,,,0.03,01/25/2022 12:45:22 pm,9.063,,,0.04,01/25/2022 12:46:41 pm,6.077,,,0.37,01/25/2022 12:47:22 pm,4.727,,,0.49,01/25/2022 12:48:06 pm,4.470,12.57,,,01/25/2022 12:48:36 pm,3.484,,,0.68,01/25/2022 12:51:18 pm,13.823,,,0.04,01/25/2022 12:51:58 pm,10.118,,,0.11,01/25/2022 12:52:37 pm,8.445,,,0.62,01/25/2022 12:53:12 pm,7.492,,,0.64,01/27/2022 09:13:13 am,5.564,,,0.26,01/27/2022 09:16:48 am,13.229,,,0.05,01/27/2022 09:17:37 am,9.783,12.57,,,01/27/2022 09:18:16 am,8.949,12.57,,,01/27/2022 09:19:22 am,7.108,,,0.23,01/27/2022 09:20:14 am,6.001,,,0.90,01/27/2022 09:25:54 am,6.980,,,0.31,01/27/2022 09:26:21 am,5.844,,,0.26,01/27/2022 09:26:46 am,4.091,,,0.36,01/27/2022 09:27:07 am,4.216,,,1.62,01/27/2022 09:27:37 am,2.674,,,1.61
01/25/2022 12:38:18 pm,8.340,12.57,,,01/25/2022 12:42:55 pm,14.601,12.57,,,01/25/2022 12:45:22 pm,9.063,12.57,,,01/25/2022 12:46:41 pm,6.077,12.57,,,01/25/2022 12:47:22 pm,4.727,12.57,,,01/25/2022 12:48:06 pm,4.470,,,-0.27,01/25/2022 12:48:36 pm,3.484,12.57,,,01/25/2022 12:51:18 pm,13.824,12.57,,,01/25/2022 12:51:58 pm,10.119,12.57,,,01/25/2022 12:52:37 pm,8.448,12.57,,,01/25/2022 12:53:12 pm,7.494,12.57,,,01/27/2022 09:13:13 am,5.565,12.57,,,01/27/2022 09:16:48 am,13.230,12.57,,,01/27/2022 09:17:37 am,9.783,,,-0.01,01/27/2022 09:18:16 am,8.949,,,-0.07,01/27/2022 09:19:22 am,7.108,12.57,,,01/27/2022 09:20:14 am,6.003,12.57,,,01/27/2022 09:25:54 am,6.981,12.57,,,01/27/2022 09:26:21 am,5.845,12.57,,,01/27/2022 09:26:46 am,4.091,12.57,,,01/27/2022 09:27:07 am,4.217,12.57,,,01/27/2022 09:27:37 am,2.675,12.57,,
01/25/2022 12:38:18 pm,8.456,,2.72,,01/25/2022 12:42:55 pm,14.811,,1.50,,01/25/2022 12:45:22 pm,9.187,,2.53,,01/25/2022 12:46:41 pm,6.163,,3.66,,01/25/2022 12:47:22 pm,4.796,,4.54,,01/25/2022 12:48:06 pm,4.530,,5.27,,01/25/2022 12:48:36 pm,3.536,,6.03,,01/25/2022 12:51:19 pm,14.034,,1.50,,01/25/2022 12:51:58 pm,10.262,,2.20,,01/25/2022 12:52:37 pm,8.562,,2.76,,01/25/2022 12:53:12 pm,7.592,,3.18,,01/27/2022 09:13:13 am,5.652,,3.63,,01/27/2022 09:16:48 am,13.431,,1.56,,01/27/2022 09:17:37 am,9.926,,2.19,,01/27/2022 09:18:17 am,9.063,,2.76,,01/27/2022 09:19:22 am,7.209,,3.14,,01/27/2022 09:20:14 am,6.090,,3.61,,01/27/2022 09:25:55 am,7.083,,3.08,,01/27/2022 09:26:21 am,5.920,,4.20,,01/27/2022 09:26:46 am,4.153,,5.13,,01/27/2022 09:27:07 am,4.269,,5.98,,01/27/2022 09:27:37 am,2.720,,6.92,
01/25/2022 12:38:18 pm,8.570,,,0.32,01/25/2022 12:42:56 pm,15.019,,,0.08,01/25/2022 12:45:22 pm,9.309,,,0.41,01/25/2022 12:46:41 pm,6.247,,,1.03,01/25/2022 12:47:22 pm,4.864,,,1.39,01/25/2022 12:48:06 pm,4.589,,,1.26,01/25/2022 12:48:36 pm,3.588,,,0.68,01/25/2022 12:51:19 pm,14.240,,,0.13,01/25/2022 12:51:58 pm,10.403,,,0.18,01/25/2022 12:52:37 pm,8.675,,,0.14,01/25/2022 12:53:12 pm,7.691,,,0.12,01/27/2022 09:13:13 am,5.738,,,0.17,01/27/2022 09:16:48 am,13.629,,,0.14,01/27/2022 09:17:38 am,10.068,,,0.22,01/27/2022 09:18:17 am,9.175,,,0.27,01/27/2022 09:19:22 am,7.307,,,0.54,01/27/2022 09:20:14 am,6.177,,,0.03,01/27/2022 09:25:55 am,7.184,,,0.17,01/27/2022 09:26:21 am,5.993,,,0.84,01/27/2022 09:26:46 am,4.213,,,1.09,01/27/2022 09:27:07 am,4.321,,,1.43,01/27/2022 09:27:37 am,2.765,,,1.72
01/25/2022 12:38:18 pm,8.571,13.19,,,01/25/2022 12:42:56 pm,15.021,13.19,,,01/25/2022 12:45:22 pm,9.312,13.19,,,01/25/2022 12:46:41 pm,6.249,13.19,,,01/25/2022 12:47:22 pm,4.866,13.19,,,01/25/2022 12:48:06 pm,4.589,13.19,,,01/25/2022 12:48:36 pm,3.588,13.19,,,01/25/2022 12:51:19 pm,14.244,13.19,,,01/25/2022 12:51:58 pm,10.405,13.19,,,01/25/2022 12:52:37 pm,8.676,13.19,,,01/25/2022 12:53:12 pm,7.691,13.19,,,01/27/2022 09:13:13 am,5.738,13.19,,,01/27/2022 09:16:48 am,13.632,13.19,,,01/27/2022 09:17:38 am,10.070,13.19,,,01/27/2022 09:18:17 am,9.177,13.19,,,01/27/2022 09:19:22 am,7.309,13.19,,,01/27/2022 09:20:14 am,6.177,13.19,,,01/27/2022 09:25:55 am,7.185,13.19,,,01/27/2022 09:26:21 am,5.994,13.19,,,01/27/2022 09:26:46 am,4.214,13.19,,,01/27/2022 09:27:07 am,4.322,13.19,,,01/27/2022 09:27:37 am,2.766,13.19,,
01/25/2022 12:38:18 pm,8.684,,2.79,,01/25/2022 12:42:56 pm,15.227,,1.53,,01/25/2022 12:45:22 pm,9.431,,2.63,,01/25/2022 12:46:41 pm,6.331,,3.83,,01/25/2022 12:47:22 pm,4.932,,4.73,,01/25/2022 12:48:06 pm,4.647,,5.42,,01/25/2022 12:48:36 pm,3.640,,6.10,,01/25/2022 12:51:19 pm,14.446,,1.55,,01/25/2022 12:51:58 pm,10.544,,2.25,,01/25/2022 12:52:37 pm,8.788,,2.79,,01/25/2022 12:53:12 pm,7.789,,3.20,,01/27/2022 09:13:13 am,5.824,,3.66,,01/27/2022 09:16:48 am,13.826,,1.62,,01/27/2022 09:17:38 am,10.209,,2.26,,01/27/2022 09:18:17 am,9.288,,2.82,,01/27/2022 09:19:22 am,7.405,,3.24,,01/27/2022 09:20:14 am,6.264,,3.61,,01/27/2022 09:25:55 am,7.285,,3.12,,01/27/2022 09:26:22 am,6.067,,4.32,,01/27/2022 09:26:46 am,4.273,,5.27,,01/27/2022 09:27:07 am,4.373,,6.12,,01/27/2022 09:27:37 am,2.810,,7.08,
01/25/2022 12:38:18 pm,8.794,,,0.53,01/25/2022 12:42:56 pm,15.429,,,0.15,01/25/2022 12:45:22 pm,9.550,,,0.23,01/25/2022 12:46:41 pm,6.412,,,0.61,01/25/2022 12:47:22 pm,4.998,13.82,,,01/25/2022 12:48:06 pm,4.705,,,1.06,01/25/2022 12:48:36 pm,3.691,,,0.80,01/25/2022 12:51:19 pm,14.647,,,0.07,01/25/2022 12:51:58 pm,10.683,,,0.14,01/25/2022 12:52:37 pm,8.900,,,0.21,01/25/2022 12:53:12 pm,7.886,,,0.34,01/27/2022 09:13:13 am,5.908,,,0.85,01/27/2022 09:16:49 am,14.019,,,0.07,01/27/2022 09:17:38 am,10.345,,,0.31,01/27/2022 09:18:17 am,9.398,,,0.38,01/27/2022 09:19:22 am,7.502,,,0.20,01/27/2022 09:20:14 am,6.351,,,0.21,01/27/2022 09:25:55 am,7.385,,,0.45,01/27/2022 09:26:22 am,6.139,,,0.74,01/27/2022 09:26:46 am,4.332,,,1.14,01/27/2022 09:27:07 am,4.424,,,0.69,01/27/2022 09:27:37 am,2.854,,,1.70
01/25/2022 12:38:18 pm,8.797,13.82,,,01/25/2022 12:42:56 pm,15.433,13.82,,,01/25/2022 12:45:22 pm,9.551,13.82,,,01/25/2022 12:46:41 pm,6.413,13.82,,,01/25/2022 12:47:22 pm,4.998,,,-0.01,01/25/2022 12:48:06 pm,4.705,13.82,,,01/25/2022 12:48:36 pm,3.692,13.82,,,01/25/2022 12:51:19 pm,14.649,13.82,,,01/25/2022 12:51:58 pm,10.684,13.82,,,01/25/2022 12:52:37 pm,8.901,13.82,,,01/25/2022 12:53:12 pm,7.887,13.82,,,01/27/2022 09:13:13 am,5.910,13.82,,,01/27/2022 09:16:49 am,14.020,13.82,,,01/27/2022 09:17:38 am,10.348,13.82,,,01/27/2022 09:18:17 am,9.399,13.82,,,01/27/2022 09:19:22 am,7.502,13.82,,,01/27/2022 09:20:14 am,6.351,13.82,,,01/27/2022 09:25:55 am,7.386,13.82,,,01/27/2022 09:26:22 am,6.140,13.82,,,01/27/2022 09:26:46 am,4.333,13.82,,,01/27/2022 09:27:07 am,4.425,13.82,,,01/27/2022 09:27:37 am,2.854,13.82,,
01/25/2022 12:38:18 pm,8.905,,2.90,,01/25/2022 12:42:56 pm,15.630,,1.59,,01/25/2022 12:45:22 pm,9.668,,2.68,,01/25/2022 12:46:41 pm,6.493,,3.93,,01/25/2022 12:47:23 pm,5.065,,4.73,,01/25/2022 12:48:06 pm,4.762,,5.54,,01/25/2022 12:48:36 pm,3.742,,6.18,,01/25/2022 12:51:19 pm,14.848,,1.58,,01/25/2022 12:51:58 pm,10.821,,2.29,,01/25/2022 12:52:38 pm,9.011,,2.84,,01/25/2022 12:53:12 pm,7.983,,3.27,,01/27/2022 09:13:13 am,5.992,,3.80,,01/27/2022 09:16:49 am,14.211,,1.65,,01/27/2022 09:17:38 am,10.482,,2.34,,01/27/2022 09:18:17 am,9.508,,2.90,,01/27/2022 09:19:22 am,7.598,,3.28,,01/27/2022 09:20:14 am,6.437,,3.65,,01/27/2022 09:25:55 am,7.484,,3.21,,01/27/2022 09:26:22 am,6.211,,4.43,,01/27/2022 09:26:46 am,4.391,,5.40,,01/27/2022 09:27:07 am,4.475,,6.19,,01/27/2022 09:27:37 am,2.898,,7.23,
01/25/2022 12:38:19 pm,9.012,,,0.15,01/25/2022 12:42:56 pm,15.827,,,0.05,01/25/2022 12:45:22 pm,9.784,,,0.12,01/25/2022 12:46:41 pm,6.572,,,0.15,01/25/2022 12:47:23 pm,5.130,,,1.48,01/25/2022 12:48:06 pm,4.819,,,0.12,01/25/2022 12:48:36 pm,3.793,,,1.09,01/25/2022 12:51:20 pm,15.044,,,0.10,01/25/2022 12:51:58 pm,10.958,,,0.13,01/25/2022 12:52:38 pm,9.121,,,0.38,01/25/2022 12:53:13 pm,8.079,,,0.33,01/27/2022 09:13:14 am,6.075,14.45,,,01/27/2022 09:16:49 am,14.399,,,0.14,01/27/2022 09:17:38 am,10.615,,,0.14,01/27/2022 09:18:17 am,9.615,,,0.29,01/27/2022 09:19:22 am,7.693,,,0.46,01/27/2022 09:20:14 am,6.522,,,0.46,01/27/2022 09:25:55 am,7.581,,,0.30,01/27/2022 09:26:22 am,6.281,,,1.03,01/27/2022 09:26:46 am,4.448,,,1.45,01/27/2022 09:27:07 am,4.525,,,1.58,01/27/2022 09:27:37 am,2.941,,,2.37
01/25/2022 12:38:19 pm,9.013,14.45,,,01/25/2022 12:42:56 pm,15.828,14.45,,,01/25/2022 12:45:22 pm,9.785,14.45,,,01/25/2022 12:46:41 pm,6.573,14.45,,,01/25/2022 12:47:23 pm,5.131,14.45,,,01/25/2022 12:48:06 pm,4.819,14.45,,,01/25/2022 12:48:36 pm,3.793,14.45,,,01/25/2022 12:51:20 pm,15.047,14.45,,,01/25/2022 12:51:58 pm,10.959,14.45,,,01/25/2022 12:52:38 pm,9.122,14.45,,,01/25/2022 12:53:13 pm,8.079,14.45,,,01/27/2022 09:13:14 am,6.075,,,-0.29,01/27/2022 09:16:49 am,14.402,14.45,,,01/27/2022 09:17:38 am,10.616,14.45,,,01/27/2022 09:18:17 am,9.616,14.45,,,01/27/2022 09:19:22 am,7.694,14.45,,,01/27/2022 09:20:14 am,6.523,14.45,,,01/27/2022 09:25:55 am,7.582,14.45,,,01/27/2022 09:26:22 am,6.282,14.45,,,01/27/2022 09:26:46 am,4.449,14.45,,,01/27/2022 09:27:07 am,4.526,14.45,,,01/27/2022 09:27:37 am,2.941,14.45,,
01/25/2022 12:38:19 pm,9.120,,2.94,,01/25/2022 12:42:57 pm,16.023,,1.61,,01/25/2022 12:45:22 pm,9.901,,2.71,,01/25/2022 12:46:41 pm,6.652,,3.96,,01/25/2022 12:47:23 pm,5.195,,4.92,,01/25/2022 12:48:06 pm,4.875,,5.55,,01/25/2022 12:48:36 pm,3.843,,6.29,,01/25/2022 12:51:20 pm,15.241,,1.62,,01/25/2022 12:51:59 pm,11.094,,2.32,,01/25/2022 12:52:38 pm,9.230,,2.92,,01/25/2022 12:53:13 pm,8.174,,3.33,,01/27/2022 09:13:14 am,6.159,,3.76,,01/27/2022 09:16:49 am,14.587,,1.70,,01/27/2022 09:17:38 am,10.748,,2.38,,01/27/2022 09:18:17 am,9.722,,2.97,,01/27/2022 09:19:22 am,7.787,,3.37,,01/27/2022 09:20:14 am,6.608,,3.73,,01/27/2022 09:25:55 am,7.678,,3.26,,01/27/2022 09:26:22 am,6.351,,4.57,,01/27/2022 09:26:46 am,4.506,,5.57,,01/27/2022 09:27:07 am,4.576,,6.35,,01/27/2022 09:27:37 am,2.984,,7.43,
01/25/2022 12:38:19 pm,9.226,,,0.19,01/25/2022 12:42:57 pm,16.218,,,0.04,01/25/2022 12:45:23 pm,10.015,,,0.34,01/25/2022 12:46:41 pm,6.731,,,0.61,01/25/2022 12:47:23 pm,5.258,,,1.19,01/25/2022 12:48:06 pm,4.931,,,2.69,01/25/2022 12:48:36 pm,3.892,,,2.94,01/25/2022 12:51:20 pm,15.432,,,0.15,01/25/2022 12:51:59 pm,11.225,,,0.50,01/25/2022 12:52:38 pm,9.336,,,0.20,01/25/2022 12:53:13 pm,8.267,,,0.23,01/27/2022 09:13:14 am,6.241,,,0.69,01/27/2022 09:16:49 am,14.770,,,0.12,01/27/2022 09:17:38 am,10.878,,,0.24,01/27/2022 09:18:17 am,9.826,,,0.48,01/27/2022 09:19:22 am,7.879,,,0.37,01/27/2022 09:20:14 am,6.691,,,0.48,01/27/2022 09:25:55 am,7.774,,,0.33,01/27/2022 09:26:22 am,6.418,,,0.83,01/27/2022 09:26:46 am,4.561,,,1.43,01/27/2022 09:27:07 am,4.624,,,1.65,01/27/2022 09:27:38 am,3.025,,,1.52
01/25/2022 12:38:19 pm,9.227,15.08,,,01/25/2022 12:42:57 pm,16.219,15.08,,,01/25/2022 12:45:23 pm,10.017,15.08,,,01/25/2022 12:46:41 pm,6.732,15.08,,,01/25/2022 12:47:23 pm,5.259,15.08,,,01/25/2022 12:48:06 pm,4.932,15.08,,,01/25/2022 12:48:36 pm,3.893,15.08,,,01/25/2022 12:51:20 pm,15.435,15.08,,,01/25/2022 12:51:59 pm,11.229,15.08,,,01/25/2022 12:52:38 pm,9.337,15.08,,,01/25/2022 12:53:13 pm,8.268,15.08,,,01/27/2022 09:13:14 am,6.242,15.08,,,01/27/2022 09:16:49 am,14.772,15.08,,,01/27/2022 09:17:38 am,10.880,15.08,,,01/27/2022 09:18:17 am,9.828,15.08,,,01/27/2022 09:19:22 am,7.880,15.08,,,01/27/2022 09:20:14 am,6.692,15.08,,,01/27/2022 09:25:55 am,7.775,15.08,,,01/27/2022 09:26:22 am,6.419,15.08,,,01/27/2022 09:26:46 am,4.562,15.08,,,01/27/2022 09:27:07 am,4.625,15.08,,,01/27/2022 09:27:38 am,3.026,15.08,,
01/25/2022 12:38:19 pm,9.333,,2.98,,01/25/2022 12:42:57 pm,16.412,,1.63,,01/25/2022 12:45:23 pm,10.130,,2.79,,01/25/2022 12:46:41 pm,6.809,,4.05,,01/25/2022 12:47:23 pm,5.321,,5.07,,01/25/2022 12:48:06 pm,4.986,,5.85,,01/25/2022 12:48:36 pm,3.941,,6.58,,01/25/2022 12:51:20 pm,15.623,,1.67,,01/25/2022 12:51:59 pm,11.357,,2.45,,01/25/2022 12:52:38 pm,9.443,,2.96,,01/25/2022 12:53:13 pm,8.361,,3.38,,01/27/2022 09:13:14 am,6.323,,3.87,,01/27/2022 09:16:49 am,14.953,,1.74,,01/27/2022 09:17:39 am,11.009,,2.44,,01/27/2022 09:18:17 am,9.930,,3.07,,01/27/2022 09:19:22 am,7.972,,3.44,,01/27/2022 09:20:14 am,6.774,,3.81,,01/27/2022 09:25:55 am,7.869,,3.33,,01/27/2022 09:26:22 am,6.486,,4.68,,01/27/2022 09:26:46 am,4.617,,5.73,,01/27/2022 09:27:07 am,4.673,,6.51,,01/27/2022 09:27:38 am,3.067,,7.56,
01/25/2022 12:38:19 pm,9.437,,,0.37,01/25/2022 12:42:57 pm,16.603,,,0.08,01/25/2022 12:45:23 pm,10.242,15.71,,,01/25/2022 12:46:41 pm,6.887,15.71,,,01/25/2022 12:47:23 pm,5.383,,,0.75,01/25/2022 12:48:07 pm,5.039,,,0.47,01/25/2022 12:48:36 pm,3.988,,,0.29,01/25/2022 12:51:20 pm,15.810,,,0.02,01/25/2022 12:51:59 pm,11.484,,,0.13,01/25/2022 12:52:38 pm,9.547,,,0.70,01/25/2022 12:53:13 pm,8.452,,,0.78,01/27/2022 09:13:14 am,6.403,,,0.74,01/27/2022 09:16:50 am,15.132,,,0.03,01/27/2022 09:17:39 am,11.137,,,0.09,01/27/2022 09:18:18 am,10.032,,,0.00,01/27/2022 09:19:23 am,8.063,,,0.21,01/27/2022 09:20:14 am,6.856,,,0.60,01/27/2022 09:25:55 am,7.962,,,0.57,01/27/2022 09:26:22 am,6.553,,,0.27,01/27/2022 09:26:46 am,4.672,,,0.52,01/27/2022 09:27:07 am,4.721,,,1.98,01/27/2022 09:27:38 am,3.109,,,0.70
01/25/2022 12:38:19 pm,9.438,15.71,,,01/25/2022 12:42:57 pm,16.605,15.71,,,01/25/2022 12:45:23 pm,10.242,,,0.00,01/25/2022 12:46:41 pm,6.887,,,-0.16,01/25/2022 12:47:23 pm,5.383,15.71,,,01/25/2022 12:48:07 pm,5.040,15.71,,,01/25/2022 12:48:36 pm,3.989,15.71,,,01/25/2022 12:51:20 pm,15.810,15.71,,,01/25/2022 12:51:59 pm,11.485,15.71,,,01/25/2022 12:52:38 pm,9.549,15.71,,,01/25/2022 12:53:13 pm,8.454,15.71,,,01/27/2022 09:13:14 am,6.405,15.71,,,01/27/2022 09:16:50 am,15.133,15.71,,,01/27/2022 09:17:39 am,11.137,15.71,,,01/27/2022 09:18:18 am,10.032,15.71,,,01/27/2022 09:19:23 am,8.063,15.71,,,01/27/2022 09:20:14 am,6.857,15.71,,,01/27/2022 09:25:55 am,7.963,15.71,,,01/27/2022 09:26:22 am,6.553,15.71,,,01/27/2022 09:26:46 am,4.672,15.71,,,01/27/2022 09:27:07 am,4.721,15.71,,,01/27/2022 09:27:38 am,3.109,15.71,,
01/25/2022 12:38:19 pm,9.541,,3.05,,01/25/2022 12:42:57 pm,16.795,,1.65,,01/25/2022 12:45:23 pm,10.355,,2.79,,01/25/2022 12:46:41 pm,6.965,,4.03,,01/25/2022 12:47:23 pm,5.444,,5.16,,01/25/2022 12:48:07 pm,5.093,,5.90,,01/25/2022 12:48:37 pm,4.036,,6.61,,01/25/2022 12:51:20 pm,15.997,,1.68,,01/25/2022 12:51:59 pm,11.611,,2.49,,01/25/2022 12:52:38 pm,9.650,,3.11,,01/25/2022 12:53:13 pm,8.543,,3.52,,01/27/2022 09:13:14 am,6.483,,3.99,,01/27/2022 09:16:50 am,15.312,,1.75,,01/27/2022 09:17:39 am,11.265,,2.46,,01/27/2022 09:18:18 am,10.135,,3.07,,01/27/2022 09:19:23 am,8.154,,3.47,,01/27/2022 09:20:14 am,6.937,,3.90,,01/27/2022 09:25:56 am,8.055,,3.43,,01/27/2022 09:26:22 am,6.620,,4.72,,01/27/2022 09:26:46 am,4.726,,5.78,,01/27/2022 09:27:07 am,4.768,,6.70,,01/27/2022 09:27:38 am,3.150,,7.62,
01/25/2022 12:38:19 pm,9.644,16.34,,,01/25/2022 12:42:57 pm,16.984,,,0.05,01/25/2022 12:45:23 pm,10.467,,,0.19,01/25/2022 12:46:42 pm,7.042,,,0.62,01/25/2022 12:47:23 pm,5.505,,,0.37,01/25/2022 12:48:07 pm,5.146,,,0.55,01/25/2022 12:48:37 pm,4.083,,,0.57,01/25/2022 12:51:21 pm,16.182,,,0.10,01/25/2022 12:51:59 pm,11.737,,,0.15,01/25/2022 12:52:38 pm,9.751,,,0.19,01/25/2022 12:53:13 pm,8.633,,,0.04,01/27/2022 09:13:14 am,6.562,,,0.08,01/27/2022 09:16:50 am,15.489,,,0.13,01/27/2022 09:17:39 am,11.392,,,0.01,01/27/2022 09:18:18 am,10.237,,,0.11,01/27/2022 09:19:23 am,8.243,,,0.56,01/27/2022 09:20:15 am,7.017,,,0.79,01/27/2022 09:25:56 am,8.146,,,0.19,01/27/2022 09:26:22 am,6.686,,,0.82,01/27/2022 09:26:46 am,4.780,,,0.80,01/27/2022 09:27:07 am,4.815,,,1.17,01/27/2022 09:27:38 am,3.191,,,3.03
01/25/2022 12:38:19 pm,9.644,,,-0.07,01/25/2022 12:42:57 pm,16.985,16.34,,,01/25/2022 12:45:23 pm,10.468,16.34,,,01/25/2022 12:46:42 pm,7.043,16.34,,,01/25/2022 12:47:23 pm,5.505,16.34,,,01/25/2022 12:48:07 pm,5.146,16.34,,,01/25/2022 12:48:37 pm,4.084,16.34,,,01/25/2022 12:51:21 pm,16.184,16.34,,,01/25/2022 12:51:59 pm,11.738,16.34,,,01/25/2022 12:52:38 pm,9.751,16.34,,,01/25/2022 12:53:13 pm,8.633,16.34,,,01/27/2022 09:13:14 am,6.562,16.34,,,01/27/2022 09:16:50 am,15.491,16.34,,,01/27/2022 09:17:39 am,11.392,16.34,,,01/27/2022 09:18:18 am,10.237,16.34,,,01/27/2022 09:19:23 am,8.244,16.34,,,01/27/2022 09:20:15 am,7.018,16.34,,,01/27/2022 09:25:56 am,8.147,16.34,,,01/27/2022 09:26:22 am,6.687,16.34,,,01/27/2022 09:26:46 am,4.781,16.34,,,01/27/2022 09:27:07 am,4.815,16.34,,,01/27/2022 09:27:38 am,3.191,16.34,,
